pmes_final_out.arenas-jazz_seed_1070_method_qaoa_iter_size_25,1070,3244.7082421590517,13
pmes_final_out.arenas-jazz_seed_1254_method_qaoa_iter_size_25,1254,3424.5069292486537,19
pmes_final_out.arenas-jazz_seed_1266_method_qaoa_iter_size_25,1266,3511.401896425916,17
pmes_final_out.arenas-jazz_seed_1314_method_qaoa_iter_size_25,1314,3327.900802334028,11
pmes_final_out.arenas-jazz_seed_1331_method_qaoa_iter_size_25,1331,3339.1568198395294,13
pmes_final_out.arenas-jazz_seed_1420_method_qaoa_iter_size_25,1420,3424.92122538284,12
pmes_final_out.arenas-jazz_seed_2928_method_qaoa_iter_size_25,2928,3426.001458789168,12
pmes_final_out.arenas-jazz_seed_3260_method_qaoa_iter_size_25,3260,3428.793581327432,17
pmes_final_out.arenas-jazz_seed_3509_method_qaoa_iter_size_25,3509,3507.7279358132223,12
pmes_final_out.arenas-jazz_seed_3734_method_qaoa_iter_size_25,3734,3424.506929248659,11
pmes_final_out.arenas-jazz_seed_3765_method_qaoa_iter_size_25,3765,3508.2647702406803,20
pmes_final_out.arenas-jazz_seed_3874_method_qaoa_iter_size_25,3874,3513.791393143637,13
pmes_final_out.arenas-jazz_seed_400_method_qaoa_iter_size_25,400,3505.9423778263613,11
pmes_final_out.arenas-jazz_seed_4506_method_qaoa_iter_size_25,4506,3321.959883296854,13
pmes_final_out.arenas-jazz_seed_4622_method_qaoa_iter_size_25,4622,3427.8774617067434,15
pmes_final_out.arenas-jazz_seed_5063_method_qaoa_iter_size_25,5063,3496.6644784828018,18
pmes_final_out.arenas-jazz_seed_5219_method_qaoa_iter_size_25,5219,3508.142231947445,12
pmes_final_out.arenas-jazz_seed_5999_method_qaoa_iter_size_25,5999,3245.4938001458995,16
pmes_final_out.arenas-jazz_seed_6052_method_qaoa_iter_size_25,6052,3338.946754194018,19
pmes_final_out.arenas-jazz_seed_6496_method_qaoa_iter_size_25,6496,3428.953318745355,16
pmes_final_out.arenas-jazz_seed_6509_method_qaoa_iter_size_25,6509,3248.4135667396126,20
pmes_final_out.arenas-jazz_seed_7018_method_qaoa_iter_size_25,7018,3505.9423778263613,12
pmes_final_out.arenas-jazz_seed_7208_method_qaoa_iter_size_25,7208,3178.4266958424396,18
pmes_final_out.arenas-jazz_seed_7357_method_qaoa_iter_size_25,7357,3173.330415754942,15
pmes_final_out.arenas-jazz_seed_7778_method_qaoa_iter_size_25,7778,3236.1487964989224,12
pmes_final_out.arenas-jazz_seed_8073_method_qaoa_iter_size_25,8073,3432.2859226840815,18
pmes_final_out.arenas-jazz_seed_8173_method_qaoa_iter_size_25,8173,3433.502552881028,15
pmes_final_out.arenas-jazz_seed_8215_method_qaoa_iter_size_25,8215,3500.452224653499,18
pmes_final_out.arenas-jazz_seed_8887_method_qaoa_iter_size_25,8887,3334.890590809644,13
pmes_final_out.arenas-jazz_seed_8932_method_qaoa_iter_size_25,8932,3425.6601021151664,15
pmes_final_out.arenas-meta_seed_1070_method_qaoa_iter_size_25,1070,2389.2536285362635,22
pmes_final_out.arenas-meta_seed_1254_method_qaoa_iter_size_25,1254,2469.746617466208,36
pmes_final_out.arenas-meta_seed_1266_method_qaoa_iter_size_25,1266,2137.1178351783715,18
pmes_final_out.arenas-meta_seed_1314_method_qaoa_iter_size_25,1314,2324.0236162363426,28
pmes_final_out.arenas-meta_seed_1331_method_qaoa_iter_size_25,1331,2409.292988929988,30
pmes_final_out.arenas-meta_seed_1420_method_qaoa_iter_size_25,1420,2110.87232472323,26
pmes_final_out.arenas-meta_seed_2928_method_qaoa_iter_size_25,2928,2076.663222632224,23
pmes_final_out.arenas-meta_seed_3260_method_qaoa_iter_size_25,3260,2500.308979089743,24
pmes_final_out.arenas-meta_seed_3509_method_qaoa_iter_size_25,3509,2453.278228782289,29
pmes_final_out.arenas-meta_seed_3734_method_qaoa_iter_size_25,3734,2008.7960639606654,20
pmes_final_out.arenas-meta_seed_3765_method_qaoa_iter_size_25,3765,1896.7321033210224,22
pmes_final_out.arenas-meta_seed_3874_method_qaoa_iter_size_25,3874,2516.999753997594,21
pmes_final_out.arenas-meta_seed_400_method_qaoa_iter_size_25,400,2176.323739237405,19
pmes_final_out.arenas-meta_seed_4506_method_qaoa_iter_size_25,4506,2265.9591635916654,19
pmes_final_out.arenas-meta_seed_4622_method_qaoa_iter_size_25,4622,2344.5461254612596,25
pmes_final_out.arenas-meta_seed_5063_method_qaoa_iter_size_25,5063,2064.584501844979,18
pmes_final_out.arenas-meta_seed_5219_method_qaoa_iter_size_25,5219,1928.7724477244813,19
pmes_final_out.arenas-meta_seed_5999_method_qaoa_iter_size_25,5999,2060.993849938559,17
pmes_final_out.arenas-meta_seed_6052_method_qaoa_iter_size_25,6052,2104.983025830255,30
pmes_final_out.arenas-meta_seed_6496_method_qaoa_iter_size_25,6496,2220.9584255841546,29
pmes_final_out.arenas-meta_seed_6509_method_qaoa_iter_size_25,6509,1968.999753997547,18
pmes_final_out.arenas-meta_seed_7018_method_qaoa_iter_size_25,7018,2404.999753997606,24
pmes_final_out.arenas-meta_seed_7208_method_qaoa_iter_size_25,7208,2419.2413284134013,24
pmes_final_out.arenas-meta_seed_7357_method_qaoa_iter_size_25,7357,1906.6656826568533,19
pmes_final_out.arenas-meta_seed_7778_method_qaoa_iter_size_25,7778,2387.1645756457838,20
pmes_final_out.arenas-meta_seed_8073_method_qaoa_iter_size_25,8073,2211.541451414536,23
pmes_final_out.arenas-meta_seed_8173_method_qaoa_iter_size_25,8173,2285.8145141451364,21
pmes_final_out.arenas-meta_seed_8215_method_qaoa_iter_size_25,8215,2451.8277982780173,23
pmes_final_out.arenas-meta_seed_8887_method_qaoa_iter_size_25,8887,2129.018450184563,20
pmes_final_out.arenas-meta_seed_8932_method_qaoa_iter_size_25,8932,2317.8361623617648,18
pmes_final_out.brunson_revolution_revolution_seed_1070_method_qaoa_iter_size_25,1070,208.03797468355825,10
pmes_final_out.brunson_revolution_revolution_seed_1254_method_qaoa_iter_size_25,1254,244.00000000000063,12
pmes_final_out.brunson_revolution_revolution_seed_1266_method_qaoa_iter_size_25,1266,259.9873417721512,9
pmes_final_out.brunson_revolution_revolution_seed_1314_method_qaoa_iter_size_25,1314,271.0379746835456,11
pmes_final_out.brunson_revolution_revolution_seed_1331_method_qaoa_iter_size_25,1331,194.6835443038299,11
pmes_final_out.brunson_revolution_revolution_seed_1420_method_qaoa_iter_size_25,1420,271.0379746835456,11
pmes_final_out.brunson_revolution_revolution_seed_2928_method_qaoa_iter_size_25,2928,271.0379746835456,9
pmes_final_out.brunson_revolution_revolution_seed_3260_method_qaoa_iter_size_25,3260,271.0379746835453,11
pmes_final_out.brunson_revolution_revolution_seed_3509_method_qaoa_iter_size_25,3509,247.4430379746844,11
pmes_final_out.brunson_revolution_revolution_seed_3734_method_qaoa_iter_size_25,3734,255.4303797468349,11
pmes_final_out.brunson_revolution_revolution_seed_3765_method_qaoa_iter_size_25,3765,256.3417721518987,12
pmes_final_out.brunson_revolution_revolution_seed_3874_method_qaoa_iter_size_25,3874,271.0379746835456,12
pmes_final_out.brunson_revolution_revolution_seed_400_method_qaoa_iter_size_25,400,256.3417721518986,9
pmes_final_out.brunson_revolution_revolution_seed_4506_method_qaoa_iter_size_25,4506,251.89873417721196,8
pmes_final_out.brunson_revolution_revolution_seed_4622_method_qaoa_iter_size_25,4622,272.6075949367096,9
pmes_final_out.brunson_revolution_revolution_seed_5063_method_qaoa_iter_size_25,5063,274.0759493670891,8
pmes_final_out.brunson_revolution_revolution_seed_5219_method_qaoa_iter_size_25,5219,244.0000000000006,10
pmes_final_out.brunson_revolution_revolution_seed_5999_method_qaoa_iter_size_25,5999,259.98734177215175,8
pmes_final_out.brunson_revolution_revolution_seed_6052_method_qaoa_iter_size_25,6052,244.00000000000063,12
pmes_final_out.brunson_revolution_revolution_seed_6496_method_qaoa_iter_size_25,6496,271.0379746835456,19
pmes_final_out.brunson_revolution_revolution_seed_6509_method_qaoa_iter_size_25,6509,259.9873417721512,11
pmes_final_out.brunson_revolution_revolution_seed_7018_method_qaoa_iter_size_25,7018,271.0379746835453,10
pmes_final_out.brunson_revolution_revolution_seed_7208_method_qaoa_iter_size_25,7208,249.87341772151785,10
pmes_final_out.brunson_revolution_revolution_seed_7357_method_qaoa_iter_size_25,7357,248.70886075949358,12
pmes_final_out.brunson_revolution_revolution_seed_7778_method_qaoa_iter_size_25,7778,271.0379746835456,12
pmes_final_out.brunson_revolution_revolution_seed_8073_method_qaoa_iter_size_25,8073,244.0000000000006,11
pmes_final_out.brunson_revolution_revolution_seed_8173_method_qaoa_iter_size_25,8173,255.4303797468349,9
pmes_final_out.brunson_revolution_revolution_seed_8215_method_qaoa_iter_size_25,8215,271.0379746835453,13
pmes_final_out.brunson_revolution_revolution_seed_8887_method_qaoa_iter_size_25,8887,244.00000000000063,9
pmes_final_out.brunson_revolution_revolution_seed_8932_method_qaoa_iter_size_25,8932,244.0000000000006,9
pmes_final_out.contact_seed_1070_method_qaoa_iter_size_25,1070,789.2796610169977,16
pmes_final_out.contact_seed_1254_method_qaoa_iter_size_25,1254,635.8860640301368,14
pmes_final_out.contact_seed_1266_method_qaoa_iter_size_25,1266,889.9576271186222,17
pmes_final_out.contact_seed_1314_method_qaoa_iter_size_25,1314,802.7033898305742,30
pmes_final_out.contact_seed_1331_method_qaoa_iter_size_25,1331,659.9990583803971,12
pmes_final_out.contact_seed_1420_method_qaoa_iter_size_25,1420,819.5169491525774,17
pmes_final_out.contact_seed_2928_method_qaoa_iter_size_25,2928,804.9114877589654,18
pmes_final_out.contact_seed_3260_method_qaoa_iter_size_25,3260,783.2278719397068,17
pmes_final_out.contact_seed_3509_method_qaoa_iter_size_25,3509,772.0075329567011,14
pmes_final_out.contact_seed_3734_method_qaoa_iter_size_25,3734,793.9199623351925,14
pmes_final_out.contact_seed_3765_method_qaoa_iter_size_25,3765,785.0508474576636,16
pmes_final_out.contact_seed_3874_method_qaoa_iter_size_25,3874,670.7033898305433,13
pmes_final_out.contact_seed_400_method_qaoa_iter_size_25,400,732.790018832407,15
pmes_final_out.contact_seed_4506_method_qaoa_iter_size_25,4506,753.1064030132159,13
