pmes_final_out.contact_seed_4622_method_qaoa_iter_size_25,4622,852.9406779661425,13
pmes_final_out.contact_seed_5063_method_qaoa_iter_size_25,5063,690.8691148776453,13
pmes_final_out.contact_seed_5219_method_qaoa_iter_size_25,5219,764.6770244820824,17
pmes_final_out.contact_seed_5999_method_qaoa_iter_size_25,5999,767.0169491525463,11
pmes_final_out.contact_seed_6052_method_qaoa_iter_size_25,6052,743.4566854990853,14
pmes_final_out.contact_seed_6496_method_qaoa_iter_size_25,6496,828.4962335217023,17
pmes_final_out.contact_seed_6509_method_qaoa_iter_size_25,6509,817.8220338983064,26
pmes_final_out.contact_seed_7018_method_qaoa_iter_size_25,7018,790.3728813559278,17
pmes_final_out.contact_seed_7208_method_qaoa_iter_size_25,7208,871.9915254237554,13
pmes_final_out.contact_seed_7357_method_qaoa_iter_size_25,7357,805.6186440678454,17
pmes_final_out.contact_seed_7778_method_qaoa_iter_size_25,7778,577.2193973635513,12
pmes_final_out.contact_seed_8073_method_qaoa_iter_size_25,8073,710.0075329567517,14
pmes_final_out.contact_seed_8173_method_qaoa_iter_size_25,8173,685.2881355932625,18
pmes_final_out.contact_seed_8215_method_qaoa_iter_size_25,8215,761.7391713748078,14
pmes_final_out.contact_seed_8887_method_qaoa_iter_size_25,8887,627.999058380416,15
pmes_final_out.contact_seed_8932_method_qaoa_iter_size_25,8932,750.0781544256582,19
pmes_final_out.moreno_oz_oz_seed_1070_method_qaoa_iter_size_25,1070,2480.1816204459105,22
pmes_final_out.moreno_oz_oz_seed_1254_method_qaoa_iter_size_25,1254,2486.8287112561334,21
pmes_final_out.moreno_oz_oz_seed_1266_method_qaoa_iter_size_25,1266,2305.0788471995675,20
pmes_final_out.moreno_oz_oz_seed_1314_method_qaoa_iter_size_25,1314,1718.0772158781772,11
pmes_final_out.moreno_oz_oz_seed_1331_method_qaoa_iter_size_25,1331,2394.7754214247157,23
pmes_final_out.moreno_oz_oz_seed_1420_method_qaoa_iter_size_25,1420,2265.104948341494,29
pmes_final_out.moreno_oz_oz_seed_2928_method_qaoa_iter_size_25,2928,2056.8830886351243,18
pmes_final_out.moreno_oz_oz_seed_3260_method_qaoa_iter_size_25,3260,2476.593800978812,16
pmes_final_out.moreno_oz_oz_seed_3509_method_qaoa_iter_size_25,3509,2480.794997281158,25
pmes_final_out.moreno_oz_oz_seed_3734_method_qaoa_iter_size_25,3734,2279.4942903752126,24
pmes_final_out.moreno_oz_oz_seed_3765_method_qaoa_iter_size_25,3765,2445.8553561718486,15
pmes_final_out.moreno_oz_oz_seed_3874_method_qaoa_iter_size_25,3874,2189.685698749332,25
pmes_final_out.moreno_oz_oz_seed_400_method_qaoa_iter_size_25,400,2427.388798259931,13
pmes_final_out.moreno_oz_oz_seed_4506_method_qaoa_iter_size_25,4506,2482.9450788472277,35
pmes_final_out.moreno_oz_oz_seed_4622_method_qaoa_iter_size_25,4622,2263.1125611745706,17
pmes_final_out.moreno_oz_oz_seed_5063_method_qaoa_iter_size_25,5063,2471.281131049497,17
pmes_final_out.moreno_oz_oz_seed_5219_method_qaoa_iter_size_25,5219,2185.9825992387314,16
pmes_final_out.moreno_oz_oz_seed_5999_method_qaoa_iter_size_25,5999,2423.5551930397155,22
pmes_final_out.moreno_oz_oz_seed_6052_method_qaoa_iter_size_25,6052,2427.9021207177975,24
pmes_final_out.moreno_oz_oz_seed_6496_method_qaoa_iter_size_25,6496,2428.1848830886506,23
pmes_final_out.moreno_oz_oz_seed_6509_method_qaoa_iter_size_25,6509,1881.5878194671047,15
pmes_final_out.moreno_oz_oz_seed_7018_method_qaoa_iter_size_25,7018,2454.3414899401982,29
pmes_final_out.moreno_oz_oz_seed_7208_method_qaoa_iter_size_25,7208,2467.383360522048,19
pmes_final_out.moreno_oz_oz_seed_7357_method_qaoa_iter_size_25,7357,2021.9728113104957,18
pmes_final_out.moreno_oz_oz_seed_7778_method_qaoa_iter_size_25,7778,2192.742794997292,21
pmes_final_out.moreno_oz_oz_seed_8073_method_qaoa_iter_size_25,8073,2476.345840130519,24
pmes_final_out.moreno_oz_oz_seed_8173_method_qaoa_iter_size_25,8173,2471.5551930397214,14
pmes_final_out.moreno_oz_oz_seed_8215_method_qaoa_iter_size_25,8215,2438.14246873302,25
pmes_final_out.moreno_oz_oz_seed_8887_method_qaoa_iter_size_25,8887,2197.7553017944715,29
pmes_final_out.moreno_oz_oz_seed_8932_method_qaoa_iter_size_25,8932,2266.1794453507464,18
pmes_final_out.sociopatterns-infectious_seed_1070_method_qaoa_iter_size_25,1070,4327.866907775971,22
pmes_final_out.sociopatterns-infectious_seed_1254_method_qaoa_iter_size_25,1254,5112.069439421461,21
pmes_final_out.sociopatterns-infectious_seed_1266_method_qaoa_iter_size_25,1266,4789.92839059674,18
pmes_final_out.sociopatterns-infectious_seed_1314_method_qaoa_iter_size_25,1314,4923.422061482834,26
pmes_final_out.sociopatterns-infectious_seed_1331_method_qaoa_iter_size_25,1331,4884.091139240582,18
pmes_final_out.sociopatterns-infectious_seed_1420_method_qaoa_iter_size_25,1420,4270.556238698119,19
pmes_final_out.sociopatterns-infectious_seed_2928_method_qaoa_iter_size_25,2928,4689.3338155516385,18
pmes_final_out.sociopatterns-infectious_seed_3260_method_qaoa_iter_size_25,3260,4800.885352622087,23
pmes_final_out.sociopatterns-infectious_seed_3509_method_qaoa_iter_size_25,3509,5114.834719710788,18
pmes_final_out.sociopatterns-infectious_seed_3734_method_qaoa_iter_size_25,3734,4989.997106690858,21
pmes_final_out.sociopatterns-infectious_seed_3765_method_qaoa_iter_size_25,3765,4201.790958408743,19
pmes_final_out.sociopatterns-infectious_seed_3874_method_qaoa_iter_size_25,3874,4912.885352622089,20
pmes_final_out.sociopatterns-infectious_seed_400_method_qaoa_iter_size_25,400,4357.355515370723,21
pmes_final_out.sociopatterns-infectious_seed_4506_method_qaoa_iter_size_25,4506,4239.612296564229,21
pmes_final_out.sociopatterns-infectious_seed_4622_method_qaoa_iter_size_25,4622,4578.181555153672,19
pmes_final_out.sociopatterns-infectious_seed_5063_method_qaoa_iter_size_25,5063,4664.118625678236,19
pmes_final_out.sociopatterns-infectious_seed_5219_method_qaoa_iter_size_25,5219,4421.490777576852,22
pmes_final_out.sociopatterns-infectious_seed_5999_method_qaoa_iter_size_25,5999,4912.402169981994,20
pmes_final_out.sociopatterns-infectious_seed_6052_method_qaoa_iter_size_25,6052,4149.997106690752,18
pmes_final_out.sociopatterns-infectious_seed_6496_method_qaoa_iter_size_25,6496,4556.1916817359715,28
pmes_final_out.sociopatterns-infectious_seed_6509_method_qaoa_iter_size_25,6509,4544.398553345393,16
pmes_final_out.sociopatterns-infectious_seed_7018_method_qaoa_iter_size_25,7018,4538.0043399637825,20
pmes_final_out.sociopatterns-infectious_seed_7208_method_qaoa_iter_size_25,7208,4868.510669077743,27
pmes_final_out.sociopatterns-infectious_seed_7357_method_qaoa_iter_size_25,7357,4021.895840868075,19
pmes_final_out.sociopatterns-infectious_seed_7778_method_qaoa_iter_size_25,7778,4650.792043399761,21
pmes_final_out.sociopatterns-infectious_seed_8073_method_qaoa_iter_size_25,8073,4820.4347197109155,19
pmes_final_out.sociopatterns-infectious_seed_8173_method_qaoa_iter_size_25,8173,4930.2213381556585,30
pmes_final_out.sociopatterns-infectious_seed_8215_method_qaoa_iter_size_25,8215,4997.710669077774,20
pmes_final_out.sociopatterns-infectious_seed_8887_method_qaoa_iter_size_25,8887,4682.455696202498,24
pmes_final_out.sociopatterns-infectious_seed_8932_method_qaoa_iter_size_25,8932,4609.269439421445,22
